STRTDAY,STRTMNTH,STRTYR,ENDYEAR,ENDMNTH,ENDDAY,date,date1,NAMEA,NAMEB
1,12,1982,1984,3,10,,,,
17,10,1984,1985,3,13,,,,
2,7,1986,1986,7,2,,,,
27,6,1986,1987,7,31,,,,
8,5,1951,1951,5,8,,,,
19,5,1956,1956,5,19,,,,
1,12,1917,1917,12,31,,,,
15,7,1913,1914,5,19,,,,
30,3,1918,1918,4,11,,,,
16,6,1919,1920,2,25,,,,
5,5,1949,1949,8,10,,,,
7,3,1958,1961,10,17,,,,
2,6,1962,1962,11,22,,,,
17,5,1963,1964,1,15,,,,
14,3,1970,1971,9,20,,,,
15,2,1974,1974,7,20,,,,
13,7,1977,1978,3,17,,,,
28,4,1977,1978,5,19,,,,
10,3,1979,1980,3,27,,,,
1,3,1979,1980,12,6,,,,
7,7,1981,1982,7,13,,,,
1,2,1983,1983,2,10,,,,
1,2,1983,1983,8,5,,,,
1,2,1985,1985,2,6,,,,
13,11,1984,1985,4,29,,,,
11,8,1986,1986,8,21,,,,
1,6,1873,1873,6,31,,,,
1,3,1875,1875,12,12,,,,
25,3,1879,1879,9,20,,,,
31,7,1882,1882,8,28,,,,
1,10,1907,1907,11,20,,,,
22,4,1909,1909,9,4,,,,
1,8,1916,1917,4,13,,,,
7,6,1920,1920,10,31,,,,
5,12,1925,1925,12,23,,,,
15,3,1926,1926,3,15,,,,
12,3,1926,1926,3,18,,,,
2,4,1927,1927,4,3,,,,
30,5,1927,1927,8,30,,,,
8,4,1933,1933,9,13,,,,
20,5,1935,1935,6,10,,,,
13,6,1935,1935,6,27,,,,
10,7,1936,1936,12,30,,,,
27,6,1958,1958,7,7,,,,
7,11,1958,1958,11,7,,,,
25,7,1961,1961,9,7,,,,
2,4,1963,1963,4,2,,,,
14,2,1962,1962,8,14,,,,
19,11,1961,1962,8,14,,,,
28,1,1964,1964,3,27,,,,
21,10,1970,1970,11,10,,,,
9,4,1977,1977,4,10,,,,
19,11,1978,1979,1,2,,,,
9,8,1979,1979,8,10,,,,
4,9,1979,1979,11,20,,,,
31,8,1979,1979,11,20,,,,
13,3,1980,1980,3,19,,,,
4,5,1980,1980,5,4,,,,
12,5,1981,1981,5,14,,,,
30,9,1982,1983,1,24,,,,
23,6,1982,1983,1,24,,,,
12,9,1984,1984,9,19,,,,
24,11,1983,1984,5,20,,,,
20,4,1984,1984,5,20,,,,
24,3,1985,1985,9,7,,,,
6,6,1985,1985,9,7,,,,
13,3,1986,1986,3,13,,,,
16,7,1911,1911,8,3,,,,
10,8,1856,1858,2,12,,,,
24,7,1981,1982,9,5,,,,
30,4,1982,1982,4,30,,,,
18,1,1969,1969,1,20,,,,
19,2,1970,1970,2,22,,,,
16,8,1860,1860,8,16,,,,
21,1,1837,1837,1,27,,,,
1,2,1954,1956,11,10,,,,
7,1,1955,1955,11,7,,,,
13,1,1954,1956,11,10,,,,
23,12,1893,1893,12,23,,,,
12,3,1939,1939,3,16,,,,
13,8,1937,1937,8,13,,,,
31,8,1937,1937,9,2,,,,
14,8,1937,1937,8,14,,,,
12,8,1937,1937,8,12,,,,
14,5,1908,1908,5,14,,,,
3,5,1916,1916,5,4,,,,
20,11,1913,1914,2,14,,,,
14,10,1913,1913,12,6,,,,
29,11,1913,1913,12,26,,,,
16,8,1900,1901,9,7,,,,
26,10,1986,1987,4,26,,,,
1,2,1930,1930,5,10,,,,
1,4,1976,1976,4,31,,,,
27,1,1972,1972,4,20,,,,
1,3,1875,1875,10,31,,,,
1,6,1906,1906,12,31,,,,
24,1,1858,1858,5,31,,,,
13,7,1982,1982,7,24,,,,
1,11,1979,1979,12,31,,,,
1,9,1977,1978,2,31,,,,
10,8,1976,1976,8,10,,,,
1,3,1949,1949,11,24,,,,
17,7,1958,1958,10,22,,,,
15,7,1958,1958,7,31,,,,
31,8,1976,1976,9,6,,,,
22,1,1901,1902,2,28,,,,
11,12,1948,1949,3,9,,,,
19,4,1948,1948,5,31,,,,
14,7,1898,1898,8,14,,,,
4,6,1902,1902,11,25,,,,
3,4,1896,1896,4,21,,,,
14,8,1962,1962,8,14,,,,
12,9,1978,1978,12,27,,,,
1,3,1983,1985,6,6,,,,
30,4,1981,1985,6,6,,,,
2,8,1982,1983,1,26,,,,
28,9,1983,1984,9,3,,,,
30,4,1984,1984,4,30,,,,
10,7,1985,1985,7,11,,,,
1,2,1986,1988,3,31,,,,
7,1,1986,1988,3,31,,,,
31,1,1986,1986,2,1,,,,
5,6,1986,1986,6,5,,,,
2,7,1978,1979,3,17,,,,
6,4,1965,1965,8,24,,,,
4,8,1965,1965,8,24,,,,
12,5,1967,1967,5,14,,,,
1,7,1918,1920,2,15,,,,
1,2,1920,1920,4,6,,,,
23,11,1918,1919,4,6,,,,
17,12,1918,1919,4,6,,,,
28,6,1918,1919,10,12,,,,
1,1,1854,1854,12,1,,,,
31,5,1854,1854,12,1,,,,
28,1,1887,1887,1,28,,,,
20,4,1887,1887,4,28,,,,
1,3,1946,1947,4,16,,,,
23,7,1952,1952,7,31,,,,
5,11,1969,1970,1,13,,,,
8,2,1975,1975,4,7,,,,
20,8,1985,1985,8,22,,,,
7,3,1984,1984,3,7,,,,
20,10,1984,1984,10,20,,,,
24,7,1985,1985,11,28,,,,
10,7,1985,1985,7,13,,,,
31,5,1985,1985,6,5,,,,
22,3,1985,1985,3,27,,,,
19,3,1985,1985,3,19,,,,
21,2,1985,1985,2,21,,,,
20,2,1985,1985,2,20,,,,
29,9,1985,1985,9,29,,,,
18,10,1985,1985,10,18,,,,
1,10,1985,1985,10,1,,,,
26,8,1986,1986,8,26,,,,
27,8,1986,1986,8,27,,,,
16,8,1986,1986,8,16,,,,
19,5,1986,1986,5,19,,,,
26,4,1986,1986,6,15,,,,
16,4,1986,1986,4,16,,,,
6,4,1986,1986,5,1,,,,
2,3,1986,1986,3,2,,,,
13,1,1986,1986,1,14,,,,
28,5,1986,1986,5,28,,,,
6,1,1986,1986,5,19,,,,
12,12,1985,1986,1,17,,,,
29,8,1986,1986,8,29,,,,
3,9,1986,1986,9,3,,,,
15,9,1986,1986,9,15,,,,
30,4,1983,1983,4,30,,,,
4,2,1986,1986,2,4,,,,
22,10,1986,1986,10,22,,,,
23,9,1986,1986,11,26,,,,
18,9,1986,1986,9,22,,,,
20,3,1986,1986,3,21,,,,
19,8,1986,1986,12,15,,,,
10,7,1985,1985,7,10,,,,
20,7,1986,1986,7,23,,,,
21,6,1978,1978,6,21,,,,
9,1,1919,1920,7,12,,,,
11,11,1918,1920,7,12,,,,
6,1,1919,1920,2,1,,,,
8,3,1919,1920,2,1,,,,
3,1,1920,1920,2,1,,,,
3,1,1919,1920,2,1,,,,
22,11,1918,1919,2,24,,,,
12,1,1918,1920,10,1,,,,
1,1,1920,1920,10,1,,,,
1,9,1918,1920,10,1,,,,
30,12,1917,1920,10,1,,,,
30,10,1966,1966,10,31,,,,
21,11,1960,1960,11,22,,,,
31,7,1960,1960,7,31,,,,
11,10,1972,1972,10,11,,,,
14,1,1971,1971,3,24,,,,
13,7,1973,1973,7,22,,,,
29,4,1971,1971,10,5,,,,
21,8,1971,1972,8,19,,,,
7,7,1971,1971,8,16,,,,
20,4,1971,1971,4,20,,,,
25,7,1963,1963,11,22,,,,
26,12,1964,1965,1,6,,,,
14,4,1949,1949,7,19,,,,
4,10,1952,1952,11,2,,,,
18,3,1956,1956,3,26,,,,
10,11,1958,1959,8,2,,,,
6,1,1962,1962,4,27,,,,
16,10,1963,1963,10,16,,,,
1,1,1965,1965,6,30,,,,
1,4,1966,1966,8,31,,,,
1,3,1969,1969,3,30,,,,
12,8,1969,1970,3,17,,,,
20,12,1969,1969,12,21,,,,
15,7,1970,1970,7,15,,,,
5,5,1972,1972,5,5,,,,
7,7,1981,1981,11,3,,,,
8,9,1982,1982,9,8,,,,
20,10,1983,1984,1,31,,,,
25,6,1984,1984,8,30,,,,
17,1,1985,1985,10,7,,,,
14,10,1986,1986,11,15,,,,
18,2,1915,1915,11,11,,,,
19,5,1918,1918,11,11,,,,
23,4,1918,1918,11,11,,,,
11,1,1916,1916,7,11,,,,
9,2,1917,1918,11,11,,,,
14,8,1917,1918,11,11,,,,
26,3,1887,1887,4,30,,,,
1,7,1919,1919,10,25,,,,
20,8,1919,1919,10,25,,,,
1,8,1919,1919,10,25,,,,
13,9,1945,1945,9,15,,,,
6,10,1945,1946,5,3,,,,
22,4,1962,1962,9,31,,,,
15,10,1964,1965,4,15,,,,
1,12,1965,1966,1,15,,,,
26,1,1967,1967,2,12,,,,
10,8,1967,1967,8,17,,,,
1,8,1968,1968,9,28,,,,
1,9,1973,1973,9,31,,,,
1,12,1974,1974,12,31,,,,
4,7,1977,1977,8,5,,,,
11,3,1978,1978,5,9,,,,
27,1,1979,1980,2,14,,,,
5,10,1980,1980,10,29,,,,
12,7,1986,1986,7,12,,,,
12,7,1871,1872,1,12,,,,
28,4,1920,1921,9,23,,,,
26,2,1936,1936,4,31,,,,
10,8,1945,1945,8,10,,,,
1,4,1975,1975,6,18,,,,
20,5,1978,1979,10,2,,,,
12,11,1984,1984,11,23,,,,
22,4,1963,1963,10,22,,,,
20,11,1962,1962,11,20,,,,
19,3,1960,1960,3,19,,,,
20,6,1959,1959,6,20,,,,
2,3,1916,1916,3,2,,,,
2,9,1987,1987,9,2,,,,
29,11,1987,1987,12,30,,,,
17,3,1987,1987,3,17,,,,
1,4,1987,1988,6,31,,,,
17,5,1987,1987,5,18,,,,
27,1,1987,1988,7,3,,,,
24,9,1987,1988,4,8,,,,
1,5,1987,1987,5,1,,,,
6,8,1978,1978,8,8,,,,
25,7,1961,1961,8,1,,,,
22,10,1988,1988,11,4,,,,
4,5,1988,1988,8,18,,,,
8,8,1988,1988,10,11,,,,
14,11,1988,1988,11,14,,,,
20,2,1988,1988,3,16,,,,
29,4,1988,1988,12,9,,,,
19,4,1988,1988,4,19,,,,
10,10,1988,1988,10,30,,,,
28,3,1988,1988,7,21,,,,
14,2,1988,1988,2,14,,,,
8,8,1988,1988,8,8,,,,
7,10,1988,1988,10,7,,,,
11,12,1988,1988,12,11,,,,
28,5,1988,1988,5,28,,,,
20,1,1988,1988,1,20,,,,
14,5,1988,1988,5,14,,,,
16,8,1988,1988,8,16,,,,
9,9,1988,1988,10,11,,,,
29,9,1988,1988,9,29,,,,
14,4,1988,1988,5,6,,,,
12,2,1988,1988,2,12,,,,
30,12,1988,1989,1,4,,,,
20,5,1987,1988,2,19,,,,
12,4,1987,1987,5,4,,,,
15,3,1987,1987,6,15,,,,
1,6,1987,1987,6,25,,,,
15,4,1987,1987,6,6,,,,
8,6,1987,1987,9,30,,,,
11,10,1987,1987,10,11,,,,
28,7,1987,1987,7,28,,,,
8,3,1987,1987,3,8,,,,
21,8,1987,1987,9,23,,,,
15,8,1987,1987,8,15,,,,
22,5,1987,1987,5,22,,,,
11,5,1987,1988,5,20,,,,
2,8,1987,1988,4,24,,,,
1,6,1987,1988,3,27,,,,
27,12,1987,1987,12,27,,,,
29,5,1987,1987,5,29,,,,
24,7,1987,1987,8,12,,,,
5,12,1986,1986,12,5,,,,
20,10,1987,1987,12,28,,,,
3,6,1987,1987,6,3,,,,
15,1,1987,1987,1,15,,,,
2,5,1987,1987,5,2,,,,
1,4,1987,1987,4,18,,,,
9,4,1987,1987,4,25,,,,
13,8,1987,1987,9,5,,,,
13,2,1987,1987,3,24,,,,
15,6,1987,1987,6,15,,,,
30,6,1987,1987,8,11,,,,
21,4,1987,1987,11,2,,,,
13,9,1987,1987,9,13,,,,
3,10,1987,1987,10,3,,,,
14,9,1987,1987,9,14,,,,
3,1,1987,1987,1,3,,,,
2,7,1988,1988,7,2,,,,
1,8,1878,1878,8,31,,,,
25,5,1885,1886,6,7,,,,
18,5,1896,1896,7,6,,,,
14,2,1959,1959,2,14,,,,
16,11,1959,1959,11,16,,,,
17,1,1948,1948,3,6,,,,
4,3,1948,1948,3,6,,,,
13,6,1959,1959,6,13,,,,
21,12,1956,1956,12,21,,,,
19,4,1956,1956,4,19,,,,
13,2,1956,1956,2,13,,,,
13,12,1957,1957,12,18,,,,
8,6,1957,1957,6,8,,,,
24,3,1955,1957,11,19,,,,
14,4,1957,1957,4,14,,,,
29,7,1957,1957,7,29,,,,
19,3,1957,1957,3,19,,,,
4,6,1958,1958,10,5,,,,
7,5,1958,1958,5,7,,,,
8,6,1958,1958,7,19,,,,
2,6,1958,1958,6,30,,,,
16,4,1958,1958,4,17,,,,
7,1,1958,1958,1,10,,,,
1,1,1958,1958,1,4,,,,
20,3,1959,1959,5,11,,,,
28,3,1959,1959,3,28,,,,
27,1,1959,1959,8,24,,,,
28,2,1959,1959,2,28,,,,
28,2,1959,1959,3,6,,,,
27,8,1958,1959,6,5,,,,
11,1,1959,1959,1,11,,,,
17,12,1959,1959,12,17,,,,
10,4,1959,1959,4,12,,,,
19,3,1959,1959,3,20,,,,
16,3,1959,1959,6,18,,,,
16,7,1960,1960,9,7,,,,
8,5,1960,1960,5,8,,,,
28,2,1960,1960,6,30,,,,
8,10,1960,1960,10,8,,,,
25,9,1960,1960,9,25,,,,
3,11,1961,1961,11,3,,,,
11,6,1961,1961,8,18,,,,
30,5,1961,1961,5,31,,,,
4,4,1961,1961,4,4,,,,
15,12,1960,1961,4,13,,,,
19,1,1961,1961,1,19,,,,
21,6,1962,1962,9,8,,,,
13,5,1962,1962,5,13,,,,
11,3,1962,1962,3,11,,,,
6,2,1963,1966,1,9,,,,
3,12,1963,1963,12,3,,,,
17,11,1963,1963,11,17,,,,
27,9,1963,1963,9,27,,,,
27,8,1963,1963,8,27,,,,
21,11,1963,1963,11,21,,,,
4,10,1963,1963,10,4,,,,
15,3,1963,1963,3,15,,,,
30,11,1964,1964,11,30,,,,
17,7,1964,1964,7,17,,,,
19,11,1964,1964,11,19,,,,
21,9,1964,1964,9,21,,,,
30,3,1964,1964,3,30,,,,
29,1,1964,1964,1,29,,,,
19,12,1964,1964,12,19,,,,
24,9,1964,1964,9,24,,,,
11,9,1964,1964,9,16,,,,
28,1,1964,1964,3,10,,,,
27,10,1965,1965,10,27,,,,
5,3,1965,1965,3,5,,,,
11,1,1965,1965,1,14,,,,
28,5,1965,1965,5,28,,,,
28,4,1965,1965,5,2,,,,
4,4,1965,1965,4,5,,,,
25,4,1966,1966,4,25,,,,
14,3,1966,1966,3,14,,,,
22,1,1966,1966,1,22,,,,
15,7,1966,1966,7,15,,,,
17,6,1968,1968,6,17,,,,
4,5,1968,1968,5,18,,,,
13,2,1968,1968,2,13,,,,
28,9,1968,1968,11,8,,,,
30,6,1968,1968,11,17,,,,
22,6,1968,1968,6,22,,,,
30,6,1968,1968,7,2,,,,
5,10,1965,1967,11,23,,,,
10,5,1967,1967,5,17,,,,
28,4,1967,1967,4,28,,,,
12,10,1967,1967,10,12,,,,
30,4,1967,1967,4,30,,,,
2,3,1967,1967,3,22,,,,
8,9,1967,1967,9,8,,,,
19,9,1969,1969,10,4,,,,
9,8,1969,1969,9,3,,,,
4,2,1969,1969,2,4,,,,
9,1,1969,1969,1,9,,,,
20,11,1968,1968,12,19,,,,
18,4,1969,1969,4,27,,,,
15,4,1969,1969,4,27,,,,
15,11,1970,1970,11,16,,,,
15,12,1971,1971,12,28,,,,
29,1,1971,1971,1,29,,,,
14,8,1971,1971,8,14,,,,
24,2,1971,1971,7,6,,,,
9,2,1971,1971,3,9,,,,
22,8,1972,1972,8,22,,,,
17,1,1972,1972,1,22,,,,
21,3,1973,1973,3,21,,,,
23,2,1974,1974,2,24,,,,
14,9,1974,1974,9,14,,,,
2,9,1975,1975,9,2,,,,
17,8,1975,1975,8,22,,,,
24,4,1975,1975,4,24,,,,
1,8,1976,1976,8,1,,,,
5,5,1976,1976,5,6,,,,
7,1,1976,1976,1,7,,,,
25,11,1976,1976,11,25,,,,
15,10,1976,1976,10,15,,,,
12,4,1976,1976,4,13,,,,
30,4,1977,1977,5,1,,,,
12,11,1977,1977,11,13,,,,
7,9,1977,1977,9,7,,,,
30,7,1978,1978,7,30,,,,
13,4,1978,1978,4,13,,,,
14,11,1979,1979,11,14,,,,
28,8,1979,1979,8,31,,,,
13,7,1980,1980,7,13,,,,
31,8,1981,1981,8,31,,,,
14,8,1981,1981,8,14,,,,
17,7,1981,1981,7,30,,,,
5,6,1982,1982,10,4,,,,
24,4,1982,1982,7,13,,,,
8,3,1982,1982,3,8,,,,
3,4,1982,1982,4,3,,,,
17,3,1982,1982,3,17,,,,
3,2,1982,1982,2,3,,,,
9,1,1982,1982,1,9,,,,
19,4,1983,1983,4,19,,,,
16,12,1982,1982,12,16,,,,
19,1,1983,1983,1,19,,,,
9,9,1953,1953,9,9,,,,
16,6,1954,1954,6,16,,,,
22,7,1956,1956,8,8,,,,
24,8,1954,1955,11,27,,,,
24,5,1953,1953,11,25,,,,
25,9,1952,1952,10,3,,,,
25,10,1952,1952,10,25,,,,
13,2,1951,1951,6,8,,,,
18,3,1951,1951,5,22,,,,
5,9,1937,1937,9,10,,,,
3,7,1936,1936,7,3,,,,
10,3,1934,1934,6,16,,,,
7,6,1959,1959,8,4,,,,
1,10,1959,1959,10,1,,,,
10,3,1959,1959,3,15,,,,
15,12,1959,1959,12,15,,,,
27,2,1979,1979,3,1,,,,
9,2,1979,1979,5,13,,,,
26,2,1979,1979,2,26,,,,
14,12,1978,1979,1,24,,,,
16,10,1978,1979,8,10,,,,
23,8,1978,1978,8,26,,,,
7,12,1978,1979,2,7,,,,
18,4,1978,1979,3,15,,,,
20,4,1978,1978,4,20,,,,
17,3,1978,1978,3,17,,,,
15,2,1978,1978,2,17,,,,
20,3,1978,1978,3,20,,,,
1,2,1978,1978,2,1,,,,
13,10,1977,1977,10,15,,,,
20,5,1977,1977,5,27,,,,
27,2,1978,1978,3,1,,,,
27,1,1980,1980,1,30,,,,
19,1,1980,1980,3,4,,,,
31,8,1977,1977,8,31,,,,
4,11,1979,1981,1,21,,,,
13,8,1979,1979,8,13,,,,
15,11,1979,1979,11,19,,,,
26,10,1979,1979,11,1,,,,
10,6,1979,1979,10,10,,,,
18,3,1979,1979,6,26,,,,
2,3,1979,1979,3,15,,,,
12,3,1984,1984,9,20,,,,
19,2,1985,1985,2,19,,,,
14,6,1985,1985,6,14,,,,
26,8,1984,1984,10,25,,,,
17,12,1984,1985,1,25,,,,
9,10,1984,1984,10,9,,,,
22,8,1984,1984,8,22,,,,
10,7,1984,1984,10,24,,,,
15,6,1984,1984,6,15,,,,
3,6,1984,1984,6,3,,,,
26,4,1984,1984,7,5,,,,
27,3,1984,1984,11,9,,,,
19,3,1984,1984,3,19,,,,
8,3,1984,1984,3,31,,,,
8,3,1984,1984,3,8,,,,
28,12,1983,1984,1,16,,,,
9,12,1983,1984,6,10,,,,
19,11,1983,1983,11,21,,,,
25,10,1983,1983,11,1,,,,
21,10,1983,1983,11,1,,,,
23,10,1983,1983,11,1,,,,
9,10,1983,1983,10,10,,,,
1,10,1983,1984,1,31,,,,
3,9,1983,1984,4,1,,,,
1,9,1983,1983,9,1,,,,
9,8,1983,1983,8,9,,,,
1,8,1983,1983,8,10,,,,
10,8,1983,1983,8,10,,,,
29,4,1983,1983,7,11,,,,
27,4,1983,1983,5,8,,,,
16,4,1983,1983,4,30,,,,
12,4,1983,1983,10,17,,,,
26,2,1983,1983,7,26,,,,
17,2,1983,1983,2,20,,,,
16,2,1983,1983,2,20,,,,
18,2,1983,1983,2,20,,,,
9,12,1982,1983,3,27,,,,
29,12,1982,1983,1,13,,,,
1,2,1983,1983,2,1,,,,
21,8,1982,1982,10,29,,,,
12,8,1982,1982,8,12,,,,
18,7,1982,1982,7,18,,,,
16,6,1982,1982,6,17,,,,
26,5,1982,1982,6,26,,,,
11,5,1982,1982,5,11,,,,
10,5,1982,1982,9,5,,,,
13,4,1982,1982,4,13,,,,
5,4,1982,1982,4,5,,,,
3,3,1982,1982,3,3,,,,
24,2,1982,1982,2,24,,,,
28,2,1982,1982,9,16,,,,
9,11,1981,1981,11,9,,,,
22,10,1981,1981,11,6,,,,
19,10,1981,1981,10,19,,,,
1,10,1981,1981,10,1,,,,
24,9,1981,1981,9,24,,,,
21,9,1981,1981,9,21,,,,
9,11,1981,1981,12,6,,,,
10,9,1981,1981,12,6,,,,
18,8,1981,1981,8,21,,,,
20,8,1981,1981,8,21,,,,
7,6,1981,1981,6,7,,,,
5,5,1981,1981,8,17,,,,
15,12,1981,1981,12,15,,,,
20,5,1981,1981,5,20,,,,
25,10,1980,1981,1,20,,,,
22,2,1982,1982,2,24,,,,
26,11,1980,1981,1,8,,,,
9,12,1980,1981,1,8,,,,
13,11,1980,1980,11,16,,,,
23,11,1980,1980,11,23,,,,
20,11,1980,1980,11,20,,,,
11,8,1980,1981,2,11,,,,
15,7,1980,1980,7,15,,,,
15,6,1980,1980,6,15,,,,
19,5,1980,1980,5,19,,,,
6,5,1980,1980,5,6,,,,
2,6,1980,1980,11,2,,,,
14,3,1980,1980,12,8,,,,
29,2,1980,1980,7,29,,,,
7,2,1980,1980,2,7,,,,
4,2,1980,1980,2,4,,,,
21,9,1977,1977,10,1,,,,
1,10,1977,1977,10,1,,,,
3,9,1977,1977,9,4,,,,
27,8,1977,1977,11,1,,,,
12,7,1977,1977,9,10,,,,
7,8,1977,1977,8,7,,,,
6,7,1977,1977,11,2,,,,
23,6,1977,1977,6,26,,,,
27,6,1977,1977,6,28,,,,
7,8,1977,1979,8,7,,,,
11,5,1977,1979,12,21,,,,
5,8,1907,1908,8,20,,,,
17,7,1909,1910,1,17,,,,
1,11,1919,1921,10,20,,,,
10,3,1966,1966,4,14,,,,
1,7,1831,1831,7,14,,,,
15,4,1911,1911,6,30,,,,
23,4,1959,1959,4,24,,,,
5,3,1958,1958,3,5,,,,
5,3,1958,1958,4,13,,,,
7,1,1956,1956,1,10,,,,
3,11,1955,1956,12,10,,,,
26,3,1955,1955,3,30,,,,
7,10,1934,1934,10,7,,,,
16,7,1934,1934,7,16,,,,
23,8,1935,1935,8,30,,,,
15,12,1934,1934,12,15,,,,
11,4,1933,1933,4,11,,,,
15,6,1949,1949,8,14,,,,
26,4,1949,1949,8,14,,,,
26,9,1960,1960,9,30,,,,
17,8,1962,1962,8,17,,,,
15,8,1962,1962,8,19,,,,
30,3,1962,1962,3,30,,,,
19,8,1963,1963,11,8,,,,
5,2,1963,1963,2,5,,,,
27,5,1965,1965,5,27,,,,
28,7,1965,1965,7,28,,,,
15,1,1967,1967,1,15,,,,
24,2,1966,1966,12,29,,,,
20,4,1967,1967,4,30,,,,
1,5,1969,1969,11,13,,,,
2,8,1974,1974,8,28,,,,
4,8,1975,1975,10,12,,,,
6,6,1976,1976,11,25,,,,
18,7,1976,1976,7,18,,,,
5,4,1976,1976,4,5,,,,
28,12,1981,1982,1,3,,,,
1,9,1922,1922,9,15,,,,
24,8,1922,1922,9,15,,,,
13,1,1922,1923,1,31,,,,
8,2,1925,1925,4,30,,,,
8,7,1926,1926,7,23,,,,
2,9,1925,1926,3,20,,,,
11,12,1925,1926,3,20,,,,
5,2,1931,1931,2,5,,,,
28,7,1928,1928,7,28,,,,
16,6,1929,1929,6,16,,,,
7,6,1937,1937,6,7,,,,
3,6,1938,1938,6,28,,,,
2,10,1939,1940,1,15,,,,
5,10,1946,1946,10,5,,,,
9,8,1946,1946,8,31,,,,
12,9,1949,1949,9,12,,,,
6,6,1951,1951,9,8,,,,
17,5,1951,1951,9,8,,,,
3,5,1950,1950,9,27,,,,
19,4,1950,1950,4,19,,,,
3,9,1951,1951,12,3,,,,
2,8,1951,1951,8,2,,,,
1,5,1952,1952,5,1,,,,
14,5,1952,1952,12,3,,,,
8,6,1952,1952,6,14,,,,
10,9,1953,1953,9,10,,,,
10,8,1953,1953,8,10,,,,
21,5,1954,1954,5,22,,,,
1,5,1969,1969,8,15,,,,
17,10,1953,1954,6,20,,,,
14,12,1953,1954,7,4,,,,
4,10,1954,1954,10,4,,,,
15,9,1954,1954,9,15,,,,
1,2,1955,1955,2,1,,,,
29,12,1955,1955,12,29,,,,
25,12,1955,1955,12,25,,,,
30,4,1955,1955,4,30,,,,
19,1,1973,1973,5,20,,,,
15,3,1955,1955,4,9,,,,
31,1,1974,1974,2,4,,,,
28,11,1955,1955,11,28,,,,
27,7,1955,1955,7,27,,,,
23,9,1956,1956,9,23,,,,
12,11,1956,1956,11,12,,,,
1,9,1956,1956,9,1,,,,
11,4,1956,1956,4,11,,,,
30,1,1956,1956,2,7,,,,
17,5,1976,1976,5,17,,,,
24,9,1974,1974,10,5,,,,
14,9,1939,1939,9,19,,,,
7,1,1949,1949,4,4,,,,
8,1,1949,1949,4,4,,,,
1,1,1957,1959,1,22,,,,
15,8,1959,1961,8,20,,,,
8,3,1895,1895,3,8,,,,
1,3,1825,1825,3,31,,,,
1,11,1824,1824,11,31,,,,
1,10,1824,1824,10,31,,,,
8,4,1823,1823,10,23,,,,
1,9,1822,1822,9,31,,,,
1,6,1817,1817,6,31,,,,
27,7,1816,1816,7,27,,,,
29,3,1955,1955,4,31,,,,
29,1,1955,1955,2,31,,,,
29,10,1962,1962,11,1,,,,
1,6,1862,1864,10,31,,,,
1,7,1871,1872,1,31,,,,
1,7,1891,1892,10,31,,,,
15,8,1900,1900,10,10,,,,
1,8,1912,1913,11,5,,,,
1,6,1912,1912,8,26,,,,
16,10,1916,1916,10,31,,,,
6,7,1921,1921,11,5,,,,
1,6,1914,1914,12,31,,,,
1,9,1921,1922,3,31,,,,
1,1,1926,1926,1,31,,,,
1,3,1943,1943,6,31,,,,
7,11,1944,1945,8,14,,,,
12,5,1947,1948,2,31,,,,
21,7,1949,1949,7,21,,,,
29,1,1973,1973,1,29,,,,
25,5,1973,1973,5,25,,,,
8,4,1967,1967,4,8,,,,
1,5,1968,1968,7,9,,,,
1,10,1903,1903,10,20,,,,
30,10,1961,1961,10,30,,,,
4,4,1817,1817,4,31,,,,
12,9,1817,1817,11,1,,,,
13,5,1876,1876,5,13,,,,
1,5,1876,1876,5,31,,,,
23,1,1878,1878,1,31,,,,
20,9,1902,1902,10,2,,,,
3,1,1853,1853,3,12,,,,
5,9,1911,1911,9,5,,,,
16,3,1919,1919,3,16,,,,
20,10,1914,1914,11,7,,,,
30,8,1914,1914,8,30,,,,
2,8,1914,1914,8,2,,,,
13,8,1914,1914,8,18,,,,
10,2,1918,1918,2,10,,,,
19,2,1918,1918,3,6,,,,
4,1,1916,1918,11,11,,,,
4,1,1916,1918,11,3,,,,
4,1,1916,1918,11,29,,,,
19,8,1915,1918,11,11,,,,
29,11,1914,1914,11,29,,,,
24,8,1914,1914,8,24,,,,
21,8,1915,1915,9,22,,,,
8,11,1960,1960,11,8,,,,
26,2,1962,1962,2,26,,,,
1,12,1961,1962,2,26,,,,
22,3,1926,1926,3,22,,,,
1,6,1887,1887,6,31,,,,
14,3,1939,1939,3,17,,,,
6,11,1950,1951,4,7,,,,
20,12,1951,1951,12,20,,,,
19,9,1951,1952,7,2,,,,
24,1,1953,1956,10,6,,,,
24,12,1952,1954,3,26,,,,
3,4,1957,1961,4,28,,,,
20,8,1962,1962,11,30,,,,
23,7,1963,1963,7,23,,,,
22,4,1964,1965,3,3,,,,
18,2,1966,1966,11,29,,,,
25,10,1973,1975,7,25,,,,
15,10,1975,1976,3,6,,,,
14,11,1977,1977,11,19,,,,
3,7,1979,1979,7,3,,,,
20,1,1983,1983,1,21,,,,
16,8,1983,1985,7,5,,,,
23,12,1949,1950,1,7,,,,
8,8,1970,1971,10,17,,,,
12,7,1950,1950,7,12,,,,
28,12,1951,1951,12,28,,,,
12,8,1952,1952,8,12,,,,
28,2,1954,1954,2,28,,,,
6,4,1954,1955,2,25,,,,
1,2,1958,1960,6,9,,,,
14,10,1955,1958,2,1,,,,
